key,n,row_ratio,nd_approx,dup_ratio,avg_len,med_len,max_len,multi_ratio,yes_no_ratio,numeric_ratio,url_ratio,phone_ratio,qid_ratio,upper_ratio,non_ascii_ratio,long_ratio,token_ratio,min_level,med_level
social_facility,71506,0.00238,471,0.9934,11.0,10.0,75,0.002,0.001,0.0,0.0,0.0,0.0,0.0012,0.0004,0.0003,0.9976,0,10.0
motorcar,70784,0.00236,11,0.9998,3.4,3.0,11,0.0,0.9324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,11.0
url,70446,0.00234,67799,0.0376,49.9,39.0,255,0.0013,0.0,0.0,0.991,0.0,0.0,0.1089,0.0008,0.3755,0.0,0,10.0
map_type,70381,0.00234,233,0.9967,5.6,6.0,90,0.0013,0.0258,0.0,0.0,0.0,0.0,0.0003,0.0001,0.0,0.999,0,12.0
map_size,68570,0.00228,193,0.9972,4.9,4.0,50,0.001,0.0119,0.0,0.0,0.0,0.0,0.0013,0.0006,0.0,0.9984,1,12.0
unisex,68414,0.00228,13,0.9998,3.0,3.0,35,0.0,0.9993,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,12.0
self_service,67642,0.00225,42,0.9994,2.8,3.0,87,0.0,0.9231,0.0001,0.0001,0.0,0.0,0.0001,0.0,0.0001,0.9997,0,11.0
old_name,66472,0.00221,62453,0.0605,15.5,13.0,182,0.0415,0.0,0.0004,0.0,0.0,0.0001,0.9683,0.2307,0.0233,0.0051,0,12.0
payment:contactless,66310,0.00221,20,0.9997,3.0,3.0,30,0.0,0.9959,0.0,0.0,0.0,0.0,0.0009,0.0,0.0,0.9989,0,12.0
operator:en,65941,0.00219,1451,0.978,13.8,10.0,79,0.0001,0.0,0.0,0.0,0.0,0.0,0.999,0.0005,0.0217,0.0005,0,11.0
royal_cypher,65813,0.00219,25,0.9996,4.1,4.0,19,0.0003,0.0761,0.0,0.0,0.0,0.0,0.8639,0.0,0.0,0.1361,0,9.0
parcel_mail_in,65490,0.00218,7,0.9999,3.1,3.0,12,0.0,0.9839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,11.0
operator:short,64028,0.00213,1236,0.9807,4.0,4.0,125,0.0002,0.0,0.0,0.0,0.0,0.0,0.74,0.2819,0.0001,0.001,0,10.0
layer,62257,0.00207,50,0.9992,1.7,2.0,21,0.0002,0.0,0.9995,0.0,0.0,0.0,0.0,0.0,0.0,0.2688,0,12.0
parcel_pickup,61225,0.00204,9,0.9999,3.0,3.0,13,0.0,0.9998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,11.0
name:be,61019,0.00203,21885,0.6413,15.3,12.0,158,0.0001,0.0,0.0001,0.0,0.0001,0.0,0.9881,0.9949,0.0447,0.0001,0,11.0
brand:website,60997,0.00203,4661,0.9236,24.4,24.0,167,0.0,0.0,0.0,0.999,0.0,0.0,0.0073,0.0001,0.0069,0.0,0,11.0
height,60789,0.00202,2623,0.9569,2.2,1.0,45,0.0002,0.0,0.8591,0.0,0.0044,0.0,0.0004,0.0002,0.0001,0.6193,0,9.0
bin,60147,0.002,5,0.9999,2.7,3.0,8,0.0,0.9881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,11.0
addr:block_number,59432,0.00198,6905,0.8838,2.1,2.0,58,0.0,0.0,0.9332,0.0,0.0061,0.0,0.0009,0.036,0.0,0.9332,0,11.0
socket:type2,59017,0.00196,132,0.9978,1.1,1.0,27,0.0005,0.0305,0.968,0.0,0.0,0.0,0.0007,0.0,0.0,0.9991,0,11.0
contact:postcode,57519,0.00191,5554,0.9034,5.0,5.0,61,0.0001,0.0,0.9971,0.0,0.0022,0.0,0.0007,0.0,0.0,0.9972,0,12.0
contact:city,56565,0.00188,4397,0.9223,9.4,7.0,40,0.0,0.0,0.0001,0.0,0.0,0.0,0.9997,0.1348,0.0,0.0002,0,12.0
fuel:octane_95,56327,0.00187,12,0.9998,3.0,3.0,42,0.0,0.9998,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.9999,0,10.0
brand:ru,56204,0.00187,428,0.9924,8.9,8.0,39,0.0,0.0,0.0007,0.0,0.0,0.0,0.9976,0.999,0.0,0.0,0,12.0
contact:youtube,55833,0.00186,6547,0.8827,45.3,44.0,224,0.0009,0.0,0.0,0.9517,0.0,0.0,0.689,0.0008,0.6034,0.0185,0,12.0
payment:cards,55252,0.00184,21,0.9996,2.6,3.0,74,0.0,0.9987,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.9998,0,12.0
authentication:app,55198,0.00184,18,0.9997,3.0,3.0,16,0.0,0.9693,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.9997,0,11.0
addr:region,54473,0.00181,202,0.9963,10.6,6.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.9985,0.1498,0.0,0.0,0,9.0
network:wikidata,54115,0.0018,770,0.9858,8.7,9.0,37,0.0004,0.0,0.0,0.0,0.0,0.9996,1.0,0.0,0.0,0.0,0,11.0
panoramax,54079,0.0018,43049,0.204,36.7,36.0,226,0.0123,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.016,0.0,0,12.0
recycling:plastic_packaging,53542,0.00178,13,0.9998,2.9,3.0,12,0.0,0.9993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0,11.0
changing_table,53448,0.00178,17,0.9997,2.3,2.0,12,0.0,0.9973,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,12.0
addr:county,53151,0.00177,961,0.9819,7.2,6.0,31,0.0,0.0,0.0001,0.0,0.0,0.0,0.8755,0.1287,0.0,0.0002,0,9.0
diet:vegan,53074,0.00177,12,0.9998,2.9,3.0,21,0.0,0.919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,12.0
KSJ2:PubFacAdmin,52790,0.00176,6,0.9999,3.1,4.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,9.0
KSJ2:ADS,52374,0.00174,58384,-0.1148,8.3,8.0,33,0.0,0.0,0.0031,0.0,0.0015,0.0,0.0015,0.9941,0.0,0.0031,0,9.0
operational_status,52040,0.00173,152,0.9971,8.3,11.0,86,0.0002,0.043,0.0,0.0,0.0,0.0,0.008,0.0028,0.0004,0.981,0,11.0
contact:fax,51853,0.00173,48409,0.0664,15.1,15.0,63,0.0011,0.0,0.0237,0.0,0.9962,0.0,0.0003,0.0,0.0,0.0009,0,11.0
public_transport,51416,0.00171,60,0.9988,7.9,7.0,65,0.0001,0.0023,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.9999,0,10.0
recycling:plastic_bottles,51248,0.00171,11,0.9998,3.0,3.0,25,0.0,0.9995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,11.0
name:de,50683,0.00169,27052,0.4663,18.4,15.0,208,0.0006,0.0,0.0002,0.0,0.0001,0.0,0.9923,0.176,0.0492,0.0024,0,11.0
beauty,49812,0.00166,4423,0.9112,9.6,5.0,255,0.1561,0.0011,0.0,0.0,0.0,0.0,0.0018,0.0054,0.0302,0.9885,0,13.0
source:addr,49353,0.00164,1716,0.9652,16.6,14.0,173,0.0023,0.0,0.0,0.0121,0.0001,0.0,0.7964,0.0333,0.032,0.0324,0,12.0
mobile,49286,0.00164,59143,-0.2,15.4,15.0,255,0.0333,0.0036,0.2144,0.0001,0.9271,0.0,0.0016,0.0044,0.0047,0.0675,0,12.0
name:ko-Latn,48855,0.00163,45157,0.0757,18.0,16.0,92,0.0023,0.0,0.0,0.0,0.0,0.0,0.997,0.0012,0.0089,0.0013,0,10.0
cash_in,48546,0.00162,11,0.9998,2.5,2.0,17,0.0,0.9919,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.9999,0,13.0
royal_cypher:wikidata,48353,0.00161,10,0.9998,9.0,9.0,19,0.0001,0.0,0.0,0.0,0.0,0.9999,1.0,0.0,0.0,0.0,1,9.0
education,47696,0.00159,158,0.9967,9.3,7.0,65,0.0001,0.0059,0.0,0.0,0.0,0.0,0.0079,0.0067,0.0011,0.9917,0,11.0
KSJ2:AdminArea,47608,0.00158,914,0.9808,7.2,6.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,9.0
ref:vatin,46578,0.00155,27532,0.4089,12.1,13.0,50,0.001,0.0001,0.0413,0.0001,0.0495,0.0,0.9499,0.0004,0.0001,0.0416,0,12.0
tumulus,46510,0.00155,22,0.9995,9.9,10.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9987,0,9.0
payment:notes,45820,0.00152,55,0.9988,2.8,3.0,92,0.0041,0.9943,0.0,0.0,0.0,0.0,0.0007,0.0043,0.0002,0.9952,0,12.0
product,44651,0.00149,4055,0.9092,7.5,4.0,255,0.071,0.0,0.0,0.0,0.0,0.0,0.0689,0.0048,0.0246,0.8916,0,9.0
addr:parish,44293,0.00147,5567,0.8743,7.3,7.0,73,0.0001,0.0,0.0,0.0,0.0,0.0,0.9961,0.0001,0.0,0.0039,0,8.0
bicycle_rental,43741,0.00146,17,0.9996,14.2,15.0,29,0.0001,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,11.0
subject:wikidata,43646,0.00145,25011,0.427,7.4,7.0,180,0.0163,0.0,0.0,0.0,0.0,0.9835,1.0,0.0001,0.0007,0.0,0,12.0
contact:mobile,43596,0.00145,40107,0.08,16.0,15.0,84,0.0516,0.0,0.1073,0.0,0.9418,0.0,0.0001,0.0046,0.0054,0.0551,0,11.0
payment:app,42922,0.00143,76,0.9982,3.1,3.0,79,0.0013,0.9866,0.0,0.0001,0.0,0.0,0.006,0.0001,0.0,0.9939,1,11.0
currency:EUR,42124,0.0014,6,0.9999,3.0,3.0,7,0.0,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,12.0
reservation,41405,0.00138,99,0.9976,4.3,3.0,133,0.0004,0.7608,0.0001,0.0008,0.0004,0.0,0.0011,0.0002,0.0007,0.9974,0,11.0
supervised,41366,0.00138,52,0.9987,2.2,2.0,71,0.0001,0.9944,0.0,0.0,0.0,0.0,0.0022,0.0016,0.0001,0.9975,0,12.0
addr:subcounty,41280,0.00137,1209,0.9707,8.4,7.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.9962,0.0,0.0,0.0038,0,8.0
fountain,41259,0.00137,142,0.9966,8.2,8.0,64,0.0022,0.0033,0.0,0.0,0.0,0.0,0.0004,0.0001,0.0006,0.9986,0,12.0
addr:village,41250,0.00137,11531,0.7205,8.7,8.0,46,0.0009,0.0,0.0016,0.0,0.0,0.0,0.9774,0.0115,0.0,0.0101,0,10.0
entrance,41033,0.00137,30,0.9993,4.0,3.0,25,0.0001,0.5186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,12.0
ref:FR:NAF,39965,0.00133,832,0.9792,5.7,6.0,40,0.0002,0.0,0.0005,0.0,0.0001,0.0,0.9992,0.0001,0.0,0.0007,0,12.0
payment:maestro,39308,0.00131,4,0.9999,3.0,3.0,9,0.0,0.9999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,12.0
socket:type2:output,38894,0.00129,388,0.99,4.7,5.0,141,0.0053,0.0001,0.1261,0.0,0.0,0.0,0.87,0.0,0.0001,0.1262,1,11.0
lockable,38695,0.00129,5,0.9999,2.1,2.0,18,0.0,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0,8.0
int_name,38537,0.00128,23800,0.3824,18.5,14.0,212,0.0076,0.0,0.0002,0.0001,0.0,0.0,0.9885,0.2211,0.064,0.0028,0,11.0
toilets:handwashing,37550,0.00125,12,0.9997,2.4,2.0,12,0.0,0.9993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,12.0
second_hand,36902,0.00123,38,0.999,3.3,3.0,42,0.0002,0.5148,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.9996,0,12.0
heritage,36804,0.00122,51,0.9986,1.5,1.0,149,0.0001,0.217,0.7789,0.0,0.0,0.0,0.0024,0.0021,0.0001,0.9974,0,10.0
addr:quarter,36529,0.00122,12742,0.6512,3.9,3.0,90,0.0,0.0,0.0007,0.0,0.0001,0.0,0.0998,0.9014,0.0002,0.0021,0,11.0
social_facility:for,36132,0.0012,986,0.9727,7.6,6.0,250,0.0419,0.0,0.0,0.0,0.0,0.0,0.0065,0.0011,0.0015,0.9867,0,10.0
recycling:waste,36053,0.0012,21,0.9994,3.0,3.0,20,0.0,0.9992,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,1,11.0
source:url,35258,0.00117,26734,0.2418,57.3,60.0,233,0.0002,0.0,0.0,0.9989,0.0,0.0,0.7628,0.0,0.8483,0.0,0,9.0
payment:american_express,34877,0.00116,6,0.9998,3.0,3.0,11,0.0,0.9999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,12.0
operator:website,34660,0.00115,4396,0.8732,25.4,20.0,162,0.0001,0.0,0.0,0.9959,0.0,0.0,0.0061,0.0001,0.0807,0.0002,0,11.0
industrial,34499,0.00115,127,0.9963,12.9,13.0,37,0.0,0.0004,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.999,0,8.0
source:description,34363,0.00114,104,0.997,14.1,14.0,201,0.0002,0.0,0.0,0.0017,0.0,0.0,0.0027,0.0002,0.003,0.9945,0,10.0
ref:drobne_pamatky,34270,0.00114,33705,0.0165,4.9,5.0,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,10.0
natural,33977,0.00113,201,0.9941,6.0,5.0,27,0.0003,0.0037,0.0001,0.0,0.0,0.0,0.0013,0.0004,0.0,0.9983,0,9.0
recycling:cardboard,33388,0.00111,10,0.9997,3.0,3.0,11,0.0,0.9991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0,12.0
flour_fortified,33292,0.00111,2,0.9999,2.0,2.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,8.0
bottle,32990,0.0011,15,0.9995,2.9,3.0,12,0.0,0.9941,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.9959,0,12.0
recycling:shoes,32975,0.0011,7,0.9998,3.0,3.0,9,0.0001,0.9994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,11.0
ref:DK:cvr,32438,0.00108,22824,0.2964,8.0,8.0,71,0.0,0.0,0.9998,0.0001,0.9998,0.0,0.0,0.0001,0.0001,0.9998,1,11.0
place,32291,0.00107,175,0.9946,12.3,13.0,30,0.0,0.0005,0.0002,0.0,0.0,0.0,0.0043,0.0002,0.0,0.9956,0,7.0
addr:subward,31955,0.00106,11433,0.6422,8.8,8.0,32,0.0001,0.0,0.0,0.0,0.0,0.0,0.9935,0.0,0.0,0.0043,0,9.0
check_date:capacity,31531,0.00105,2217,0.9297,10.0,10.0,21,0.0,0.0,0.0001,0.0,0.9999,0.0,0.0,0.0,0.0,0.0001,3,13.0
ref:FR:SIREN,31503,0.00105,31837,-0.0106,9.1,9.0,19,0.0001,0.0,0.9861,0.0,0.9997,0.0,0.0,0.0,0.0,0.9862,0,12.0
contact:ok,31433,0.00105,961,0.9694,23.7,24.0,56,0.0,0.0,0.0004,0.9155,0.0004,0.0,0.0003,0.0,0.0002,0.082,0,12.0
maxheight,30913,0.00103,449,0.9855,4.0,3.0,104,0.0001,0.0001,0.7843,0.0,0.0002,0.0,0.0001,0.0014,0.0001,0.4018,1,12.0
toilets:access,30856,0.00103,85,0.9972,9.1,10.0,53,0.0105,0.065,0.0,0.0,0.0,0.0,0.0018,0.0,0.0032,0.9918,0,12.0
ref:DK:cvr:pnummer,30445,0.00101,26266,0.1373,10.0,10.0,21,0.0,0.0,1.0,0.0,0.9999,0.0,0.0,0.0,0.0,1.0,1,11.0
fvst:navnelbnr,30106,0.001,30804,-0.0232,6.2,6.0,7,0.0,0.0,1.0,0.0,0.8349,0.0,0.0,0.0,0.0,1.0,1,11.0
compressed_air,30057,0.001,10,0.9997,2.9,3.0,13,0.0,0.9981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,10.0
highway,30000,0.001,55,0.9982,11.1,9.0,46,0.0001,0.0003,0.0004,0.0,0.0,0.0,0.0002,0.0001,0.0,0.9993,0,10.0
bus,29736,0.00099,15,0.9995,2.9,3.0,19,0.0,0.991,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.9999,0,10.0
rooms,29709,0.00099,901,0.9697,1.8,1.0,141,0.0001,0.0016,0.9839,0.0,0.0005,0.0,0.0058,0.0048,0.0009,0.9866,0,11.0
wheelchair:description,29406,0.00098,21382,0.2729,56.0,37.0,255,0.0175,0.0009,0.0244,0.0006,0.0003,0.0,0.8416,0.4301,0.4685,0.0323,0,12.0
owner,29327,0.00098,7280,0.7518,16.7,15.0,188,0.0017,0.0,0.0004,0.0001,0.0001,0.0,0.9791,0.2116,0.0479,0.0045,0,11.0
memorial:addr,28820,0.00096,10703,0.6286,26.4,26.0,89,0.0063,0.0,0.0002,0.0,0.0,0.0,0.9995,0.7461,0.048,0.0004,0,15.0
name:ca,28497,0.00095,19495,0.3159,16.4,14.0,174,0.0001,0.0,0.0034,0.0,0.0,0.0,0.9831,0.259,0.0275,0.0063,0,11.0
stars,28294,0.00094,75,0.9973,1.1,1.0,19,0.0001,0.0006,0.9828,0.0,0.0001,0.0,0.0153,0.0,0.0,0.9588,0,11.0
heritage:operator,27921,0.00093,279,0.99,5.2,3.0,66,0.0012,0.0,0.0,0.0,0.0,0.0,0.2621,0.0551,0.0049,0.7364,0,10.0
fuel:octane_98,27803,0.00093,5,0.9998,3.0,3.0,7,0.0,0.9998,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.9998,0,10.0
mtb,27570,0.00092,11,0.9996,3.0,3.0,12,0.0001,0.9988,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,10.0
guidepost,27310,0.00091,91,0.9967,6.9,6.0,48,0.0122,0.0027,0.0,0.0,0.0,0.0,0.0008,0.0,0.0,0.9988,0,10.0
facebook,27238,0.00091,27353,-0.0042,46.0,42.0,255,0.0002,0.0,0.0023,0.8971,0.0024,0.0,0.5051,0.0142,0.576,0.0355,0,12.0
addr:municipality,27085,0.0009,328,0.9879,7.4,7.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.9829,0.0072,0.0,0.0169,0,13.0
name:ja-Hira,27073,0.0009,18238,0.3263,11.4,11.0,51,0.0001,0.0,0.0,0.0,0.0,0.0,0.0028,0.9984,0.0003,0.0,0,10.0
manufacturer,27049,0.0009,1811,0.933,12.6,11.0,91,0.0018,0.001,0.0002,0.0002,0.0002,0.0,0.9486,0.1205,0.0057,0.0183,0,12.0
capacity:disabled,26861,0.00089,81,0.997,1.4,1.0,44,0.0,0.1959,0.7995,0.0,0.0,0.0,0.0005,0.0001,0.0,0.9992,0,12.0
person:date_of_birth,26839,0.00089,8508,0.683,6.1,4.0,65,0.0003,0.0,0.6472,0.0,0.3489,0.0,0.002,0.0,0.0001,0.6475,0,15.0
display,26642,0.00089,49,0.9982,6.2,6.0,24,0.0002,0.0341,0.0,0.0,0.0,0.0,0.0006,0.0004,0.0,0.9991,0,12.0
parking:fee,26409,0.00088,68,0.9974,2.3,2.0,69,0.0009,0.9917,0.0001,0.0,0.0,0.0,0.0014,0.0007,0.002,0.995,0,11.0
recycling:green_waste,26381,0.00088,12,0.9995,2.9,3.0,16,0.0,0.9988,0.0,0.0,0.0,0.0,0.0002,0.0001,0.0,0.9998,0,11.0
tents,26318,0.00088,20,0.9992,2.9,3.0,22,0.0,0.982,0.0041,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0,10.0
destination,25972,0.00086,26288,-0.0122,64.2,51.0,255,0.6709,0.0,0.0035,0.0,0.0003,0.0,0.987,0.2991,0.5939,0.0051,1,9.0
seasonal,25957,0.00086,109,0.9958,4.3,2.0,83,0.0785,0.7661,0.0011,0.0,0.0,0.0,0.0037,0.0002,0.0001,0.9919,0,11.0
currency:XBT,25913,0.00086,3,0.9999,3.0,3.0,4,0.0,0.9999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,11.0
subject:wikipedia,25733,0.00086,14955,0.4188,21.5,20.0,255,0.0038,0.0,0.0,0.002,0.0,0.0004,0.9655,0.4805,0.0249,0.0,0,12.0
SEP:CLAVEESC,24874,0.00083,23800,0.0432,10.0,10.0,32,0.0027,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,10.0
name:zh-Hant,24793,0.00082,21457,0.1346,5.9,5.0,45,0.0002,0.0,0.0,0.0,0.0,0.0,0.0236,0.9996,0.0,0.0,0,11.0
website:menu,24772,0.00082,17335,0.3002,48.4,41.0,255,0.0008,0.0,0.0,0.9975,0.0,0.0,0.1716,0.0034,0.5042,0.0,0,12.0
name:sw,24744,0.00082,19925,0.1948,23.4,23.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.9989,0.0001,0.0042,0.0002,0,7.0
check_date:recycling,24416,0.00081,2167,0.9112,10.0,10.0,39,0.0001,0.0,0.0,0.0,0.9996,0.0,0.0002,0.0001,0.0,0.0,0,11.0
recycling:paper_packaging,24379,0.00081,6,0.9998,3.0,3.0,9,0.0,0.9998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,11.0
ref:FR:FINESS,24367,0.00081,24289,0.0032,9.0,9.0,29,0.0021,0.0,0.9945,0.0,0.9945,0.0,0.0034,0.0,0.0,0.9966,1,11.0
fuel:lpg,24271,0.00081,9,0.9996,2.9,3.0,14,0.0,0.9991,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.9998,0,9.0
name:ja_rm,24060,0.0008,4642,0.8071,11.4,11.0,79,0.0,0.0,0.0,0.0,0.0,0.0,0.9601,0.271,0.0015,0.0167,0,11.0
name:zh-Hans,23981,0.0008,20052,0.1638,5.9,5.0,45,0.0002,0.0,0.0,0.0,0.0,0.0,0.026,0.9997,0.0,0.0,0,11.0
organic,23816,0.00079,75,0.9969,3.4,3.0,49,0.0003,0.5579,0.0,0.0,0.0,0.0,0.0021,0.001,0.0001,0.9974,0,12.0
authentication:membership_card,23720,0.00079,61,0.9974,3.1,3.0,80,0.0011,0.9895,0.0,0.0,0.0,0.0,0.0053,0.0001,0.0003,0.9943,1,11.0
postal_code,23599,0.00079,10090,0.5724,5.2,5.0,33,0.0,0.0,0.4221,0.0,0.3176,0.0,0.2734,0.0002,0.0,0.4221,0,11.0
toilets:position,23482,0.00078,75,0.9968,8.1,6.0,54,0.335,0.0002,0.0001,0.0,0.0,0.0,0.0003,0.0003,0.0002,0.9991,0,12.0
socket:type2_combo,23256,0.00077,138,0.9941,1.1,1.0,18,0.0071,0.0245,0.9665,0.0,0.0,0.0,0.0019,0.0,0.0,0.9962,0,11.0
emergency,23234,0.00077,129,0.9944,6.3,3.0,28,0.0,0.6008,0.0003,0.0,0.0004,0.0,0.0002,0.0001,0.0,0.9991,0,10.0
backcountry,22930,0.00076,2,0.9999,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,7.0
pump,22683,0.00075,25,0.9989,4.8,6.0,16,0.0,0.3422,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.9994,0,10.0
name:pt,22629,0.00075,17501,0.2266,21.2,19.0,200,0.0001,0.0,0.0002,0.0,0.0001,0.0,0.9908,0.2067,0.0393,0.0028,0,10.0
charge,22500,0.00075,6744,0.7003,11.5,8.0,254,0.0424,0.0038,0.0818,0.0015,0.0008,0.0,0.7973,0.1018,0.0272,0.082,0,11.0
diet:halal,22481,0.00075,6,0.9997,2.7,3.0,8,0.0,0.9243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,12.0
ferry,22329,0.00074,13,0.9994,3.0,3.0,12,0.0,0.9967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999,0,9.0
recycling:beverage_cartons,22286,0.00074,5,0.9998,2.9,3.0,40,0.0,0.9998,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.9999,0,11.0
board:title,22010,0.00073,17284,0.2147,25.2,21.0,255,0.0058,0.0,0.0014,0.0,0.0,0.0,0.964,0.359,0.1404,0.0017,0,11.0
caravans,21902,0.00073,9,0.9996,2.7,3.0,16,0.0,0.9987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999,0,11.0
direction_north,21877,0.00073,20626,0.0572,41.1,34.0,255,0.6862,0.0117,0.0079,0.0,0.0,0.0,0.9516,0.3715,0.3671,0.0206,0,10.0
direction_south,21632,0.00072,20272,0.0629,41.5,33.0,255,0.6855,0.0121,0.007,0.0,0.0001,0.0,0.9518,0.3853,0.366,0.0208,0,10.0
operator:ja,21630,0.00072,120,0.9945,4.8,4.0,27,0.0001,0.0,0.0,0.0,0.0,0.0,0.0018,1.0,0.0,0.0,0,10.0
payment:onchain,21539,0.00072,6,0.9997,2.5,2.0,24,0.0,0.9996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,10.0
service:bicycle:pump,21404,0.00071,18,0.9992,2.9,3.0,30,0.0,0.9975,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.9998,0,12.0
ssr:stedsnr,21321,0.00071,18698,0.123,5.9,6.0,13,0.0,0.0,1.0,0.0,0.8893,0.0,0.0,0.0,0.0,1.0,0,6.0
payment:lightning,21266,0.00071,5,0.9998,2.9,3.0,24,0.0,0.9997,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.9998,0,11.0
check_date:collection_times,21212,0.00071,2006,0.9054,10.0,10.0,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,12.0
direction_east,21141,0.0007,18330,0.133,41.0,33.0,255,0.678,0.0103,0.0083,0.0,0.0,0.0,0.9497,0.3795,0.3654,0.0198,0,10.0
power_supply,21076,0.0007,67,0.9968,2.8,3.0,22,0.002,0.973,0.0007,0.0,0.0,0.0,0.0016,0.0,0.0,0.997,0,12.0
contact:linkedin,21015,0.0007,4153,0.8024,45.4,44.0,255,0.0019,0.0,0.002,0.9049,0.0019,0.0,0.0495,0.0011,0.8085,0.0384,1,12.0
direction_west,20929,0.0007,21904,-0.0466,41.2,33.0,255,0.6716,0.0102,0.0066,0.0,0.0,0.0,0.952,0.3812,0.3627,0.0185,1,10.0
post:street,20715,0.00069,3143,0.8483,15.2,15.0,107,0.0002,0.0,0.0001,0.0,0.0,0.0,0.999,0.1351,0.0002,0.0002,0,12.0
school:FR,20544,0.00068,37,0.9982,8.8,8.0,40,0.0011,0.0,0.0,0.0,0.0,0.0,0.0216,0.3847,0.0,0.5937,1,10.0
post:housenumber,20502,0.00068,6080,0.7034,3.5,4.0,255,0.0187,0.0,0.9494,0.0,0.0016,0.0,0.0126,0.0045,0.0012,0.9716,0,12.0
hunting_stand,20461,0.00068,20,0.999,10.9,11.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997,1,8.0
ref:UAI,20275,0.00067,18662,0.0796,8.0,8.0,35,0.0029,0.0,0.0001,0.0,0.0,0.0,0.9994,0.0,0.0,0.0005,1,10.0
payment:jcb,20155,0.00067,2,0.9999,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,11.0
bar,20111,0.00067,58,0.9971,2.9,3.0,16,0.0001,0.9905,0.0,0.0,0.0,0.0,0.0003,0.0001,0.0,0.9995,0,12.0
name:sr,20058,0.00067,11670,0.4182,14.3,12.0,112,0.0,0.0,0.0003,0.0,0.0001,0.0,0.9943,0.9833,0.0261,0.0006,0,11.0
