key,n,row_ratio,nd_approx,dup_ratio,avg_len,med_len,max_len,multi_ratio,yes_no_ratio,numeric_ratio,url_ratio,phone_ratio,qid_ratio,upper_ratio,non_ascii_ratio,long_ratio,token_ratio,min_level,med_level
IJSN:gestao,1,0.0,1,0.0,5.0,5.0,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9,9.0
old_ref:vatin,1,0.0,1,0.0,13.0,13.0,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12,12.0
ref:USPS,1,0.0,1,0.0,5.0,5.0,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.0
canoe:take_out,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,7.0
source:state,1,0.0,1,0.0,7.0,7.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
maxweightrating:goods,1,0.0,1,0.0,3.0,3.0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,11.0
payment:electronic,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.0
note_fr,1,0.0,1,0.0,74.0,74.0,74,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,12,12.0
language:gag,1,0.0,1,0.0,4.0,4.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.0
description:top,1,0.0,1,0.0,97.0,97.0,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12,12.0
was:name:se,1,0.0,1,0.0,19.0,19.0,19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12,12.0
internet_access:operator:type,1,0.0,1,0.0,7.0,7.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
contact:2:email,1,0.0,1,0.0,20.0,20.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,12.0
payment:greenline,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,8.0
service:spa:kids,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
cajero,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
name:fr_1,1,0.0,1,0.0,15.0,15.0,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,13.0
payment:bnpj_credit,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.0
service:vehicle:rails,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.0
Квартальный столб,1,0.0,1,0.0,15.0,15.0,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,4.0
payment:eazybreak,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.0
shop:1988--2018-05-20,1,0.0,1,0.0,7.0,7.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.0
old_name:2002-2020,1,0.0,1,0.0,24.0,24.0,24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11,11.0
operator:ty,1,0.0,1,0.0,6.0,6.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
generator:output:hydrogen,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,4.0
currency:TKZ,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.0
fuel:benzin_e6,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.0
dishwasher:repair,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14,14.0
tourist_train,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
taxi_1,1,0.0,1,0.0,6.0,6.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14,14.0
branch:ur,1,0.0,1,0.0,3.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13,13.0
rooms:business,1,0.0,1,0.0,2.0,2.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.0
payment:interac_contactless,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.0
service:photo:cleaning,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14,14.0
award:hotelstar,1,0.0,1,0.0,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
cinema:sound:3,1,0.0,1,0.0,21.0,21.0,21,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11,11.0
pricing:check_required,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,7.0
shop:levels:underground,1,0.0,1,0.0,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.0
short_name:operator,1,0.0,1,0.0,15.0,15.0,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7,7.0
payment:6225453,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,8.0
service:bicycle:bike_shuttle,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.0
national_monument,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,9.0
objectid_1,1,0.0,1,0.0,3.0,3.0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,9.0
addr:additionnal,1,0.0,1,0.0,19.0,19.0,19,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6,6.0
working_area,1,0.0,1,0.0,32.0,32.0,32,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,10.0
alt_name:af,1,0.0,1,0.0,18.0,18.0,18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,10.0
motorcar_tyres,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.0
ref:radverkehrsnetzlippe,1,0.0,1,0.0,7.0,7.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,5.0
communication:optical,1,0.0,1,0.0,5.0,5.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.0
maxstay:disabled,1,0.0,1,0.0,4.0,4.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14,14.0
pastor_name,1,0.0,1,0.0,8.0,8.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,9.0
operator:2021-12-09-,1,0.0,1,0.0,18.0,18.0,18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,10.0
name:alq,1,0.0,1,0.0,7.0,7.0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,10.0
email:visa,1,0.0,1,0.0,35.0,35.0,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,13.0
inscription:my:3,1,0.0,1,0.0,204.0,204.0,204,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14,14.0
historic:storage,1,0.0,1,0.0,3.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.0
direction_northwest:marked,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,8.0
recycling:toxic_oil_residues,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14,14.0
name:parkster,1,0.0,1,0.0,31.0,31.0,31,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11,11.0
post:street:zh,1,0.0,1,0.0,3.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11,11.0
service:at_home,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
bread:oat,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.0
arlh:inscription_date,1,0.0,1,0.0,10.0,10.0,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,5.0
ref:FR:GeoDAE,1,0.0,1,0.0,5.0,5.0,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
price:haircut_men,1,0.0,1,0.0,6.0,6.0,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,10.0
opening_hours:car_sale,1,0.0,1,0.0,33.0,33.0,33,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,10.0
drink:premium-frohlunder,1,0.0,1,0.0,14.0,14.0,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
olive_oil,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.0
note:indoor_seating,1,0.0,1,0.0,35.0,35.0,35,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,13.0
diet:high_fat,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.0
payment:Nextcharge,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.0
source:dry_cleaning,1,0.0,1,0.0,12.0,12.0,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,14.0
drink:milk_tea,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15,15.0
was:hackerspace,1,0.0,1,0.0,10.0,10.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
phone:ir,1,0.0,1,0.0,13.0,13.0,13,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,9.0
op_status,1,0.0,1,0.0,6.0,6.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.0
material:stone,1,0.0,1,0.0,7.0,7.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,5.0
artist_studio,1,0.0,1,0.0,14.0,14.0,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12,12.0
brand:wikidata:2014-2023,1,0.0,1,0.0,9.0,9.0,9,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,15,15.0
alt_name:ast,1,0.0,1,0.0,9.0,9.0,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12,12.0
nat_name:ko,1,0.0,1,0.0,7.0,7.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,9.0
payment:eurotraffic,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,5.0
healthcare:speciality:hunting_exams,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
service:bicycle:racks,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.0
food:brownie,1,0.0,1,0.0,6.0,6.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.0
payment:unionbank,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14,14.0
cinema:subtitle,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.0
BOKST,1,0.0,1,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14,14.0
payment:kuster_olie_tankpas,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,5.0
contact:kluster,1,0.0,1,0.0,47.0,47.0,47,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9,9.0
old_name:2016-2018,1,0.0,1,0.0,13.0,13.0,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12,12.0
source:breakfast,1,0.0,1,0.0,7.0,7.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.0
PARCEL_ID,1,0.0,1,0.0,14.0,14.0,14,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,14,14.0
sport:league:billiards:pool:bca,1,0.0,1,0.0,24.0,24.0,24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,13.0
payment:oq_value,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,5.0
food:rolls,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.0
chest:contents,1,0.0,1,0.0,4.0,4.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,16.0
Rathaus,1,0.0,1,0.0,7.0,7.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.0
ref:aKD-ALSH,1,0.0,1,0.0,3.0,3.0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,5.0
recording_studio,1,0.0,1,0.0,11.0,11.0,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,9.0
ref:BRN,1,0.0,1,0.0,8.0,8.0,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6,6.0
battle_type,1,0.0,1,0.0,9.0,9.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,5.0
addr:city:azb,1,0.0,1,0.0,9.0,9.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,9.0
moved:from,1,0.0,1,0.0,11.0,11.0,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14,14.0
food:tiramisu,1,0.0,1,0.0,6.0,6.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.0
governance:fund_contractor,1,0.0,1,0.0,14.0,14.0,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6,6.0
fitness_station:steps,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.0
disused:collection_times,1,0.0,1,0.0,21.0,21.0,21,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,10.0
source:fuel:e85,1,0.0,1,0.0,39.0,39.0,39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14,14.0
old_name:--2024-04,1,0.0,1,0.0,15.0,15.0,15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,13.0
cuijone:ja,1,0.0,1,0.0,2.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13,13.0
internet_access:speed,1,0.0,1,0.0,7.0,7.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,12.0
stele:relief,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8,8.0
addr:city:uz-Cyrl,1,0.0,1,0.0,9.0,9.0,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,11,11.0
was:map_size,1,0.0,1,0.0,6.0,6.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,7.0
payment:notes:note,1,0.0,1,0.0,39.0,39.0,39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,13,13.0
bicimapa_security,1,0.0,1,0.0,2.0,2.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.0
end_date:shop:clothes,1,0.0,1,0.0,10.0,10.0,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12,12.0
restaurant:cafe,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
name:Tamazight,1,0.0,1,0.0,33.0,33.0,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,9.0
rain:water,1,0.0,1,0.0,2.0,2.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.0
shovel:rental,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7,7.0
keep-fit trail,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.0
ref:touristic,1,0.0,1,0.0,2.0,2.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,9.0
pillbox_type,1,0.0,1,0.0,6.0,6.0,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5,5.0
access:website,1,0.0,1,0.0,34.0,34.0,34,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9,9.0
old_name:1955--2024,1,0.0,1,0.0,11.0,11.0,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,13.0
internet_access:fee:note,1,0.0,1,0.0,11.0,11.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,15.0
bicycle:conditional,1,0.0,1,0.0,50.0,50.0,50,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,9,9.0
contact:email:enquiries,1,0.0,1,0.0,37.0,37.0,37,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14,14.0
recycling:vaisselle,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.0
music:rental,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
relief:material:name,1,0.0,1,0.0,21.0,21.0,21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11,11.0
name:2008-07-09,1,0.0,1,0.0,13.0,13.0,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12,12.0
machine:rental,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,9.0
payment:book_online,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1.0
cinema:screen_type,1,0.0,1,0.0,8.0,8.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
mast,1,0.0,1,0.0,7.0,7.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,9.0
governance:fund_procurement,1,0.0,1,0.0,24.0,24.0,24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6,6.0
closed:contact:phone,1,0.0,1,0.0,15.0,15.0,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12,12.0
software,1,0.0,1,0.0,16.0,16.0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.0
deaf:subtitle,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.0
health:surgery,1,0.0,1,0.0,6.0,6.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.0
explosion:name,1,0.0,1,0.0,53.0,53.0,53,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5,5.0
health_speciality:gastroenterology,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
disused:safety:mask:covid19,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.0
owner:1982-2004,1,0.0,1,0.0,24.0,24.0,24,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12,12.0
name:mwr,1,0.0,1,0.0,20.0,20.0,20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,13.0
payment:bft_card,1,0.0,1,0.0,2.0,2.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.0
contact:email:referral,1,0.0,1,0.0,18.0,18.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,14.0
scuba_diving:dangers:net,1,0.0,1,0.0,2.0,2.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2.0
drink:glühwein,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14,14.0
groundskeeping:sales,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,5.0
contact:blz,1,0.0,1,0.0,8.0,8.0,8,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12,12.0
tickets:boat_tours,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
access_ref,1,0.0,1,0.0,73.0,73.0,73,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,9,9.0
contact:phone:referral,1,0.0,1,0.0,15.0,15.0,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14,14.0
shop:showroom,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.0
payment:banco_sabadell,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.0
scuba_diving:dangers:obstacles,1,0.0,1,0.0,2.0,2.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2.0
wheelchair:sales,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,16.0
delivery:2024-,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
theft,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9,9.0
service:intercource,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,13.0
material:sv,1,0.0,1,0.0,23.0,23.0,23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,13.0
inscription:url_3,1,0.0,1,0.0,85.0,85.0,85,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,12,12.0
fountain:material,1,0.0,1,0.0,24.0,24.0,24,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,13.0
note:booth,1,0.0,1,0.0,39.0,39.0,39,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14,14.0
old_name:2017--2024,1,0.0,1,0.0,43.0,43.0,43,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,13,13.0
shop:2016-2018,1,0.0,1,0.0,11.0,11.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
alt_name:2016-2017,1,0.0,1,0.0,13.0,13.0,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12,12.0
old_addr:street:zh-simplified,1,0.0,1,0.0,4.0,4.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14,14.0
attraction:website,1,0.0,1,0.0,53.0,53.0,53,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8,8.0
authentication:badge,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.0
direction_southwest:1:symbol,1,0.0,1,0.0,13.0,13.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,13.0
payment:NEW-App,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.0
payment:uccard,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.0
name:2008-2020,1,0.0,1,0.0,5.0,5.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14,14.0
healthcare:speciality:internal,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.0
coreogthere,1,0.0,1,0.0,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12,12.0
event_location,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10,10.0
recycling:fire_protection_equipment,1,0.0,1,0.0,3.0,3.0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,11.0
