key_group,distinct_keys,n,pair_share
storage_rental,1,20,0.0
optical_telegraph,1,20,0.0
seat,1,20,0.0
rack_type,1,20,0.0
reception_desk,1,20,0.0
television:*,3,20,0.0
bell:*,10,20,0.0
mapillary_1,1,20,0.0
dentist,1,20,0.0
second_day,1,20,0.0
organization,1,20,0.0
fortress:*,1,20,0.0
natural_protection,1,20,0.0
geopark:*,1,19,0.0
source_2,1,19,0.0
ferry:*,3,19,0.0
notice,1,19,0.0
canteen:*,1,19,0.0
soap,1,19,0.0
name_centre,1,19,0.0
attribute_source_name,1,19,0.0
triangulation_point,1,19,0.0
street_food,1,19,0.0
radius,1,19,0.0
capacity_individuals_building_level_2,1,19,0.0
egrn:*,6,19,0.0
trucks,1,19,0.0
picnic_table:*,3,19,0.0
laptop:*,2,19,0.0
embankment,1,19,0.0
int_name:*,6,19,0.0
lawn_mower:*,4,19,0.0
campers,1,19,0.0
sky,1,19,0.0
e-cigarette,1,19,0.0
ref2,1,19,0.0
cdc:*,1,19,0.0
finance,1,19,0.0
campusbuilding,1,19,0.0
slogan,1,19,0.0
geopark,1,19,0.0
exotic,1,19,0.0
road_marking,1,19,0.0
cost_per_litre,1,19,0.0
old_postal_code,1,19,0.0
waste_flooding,1,19,0.0
produce_on_site,1,19,0.0
jeepney,1,19,0.0
ebusinesslotse,1,19,0.0
spring,1,19,0.0
courts,1,19,0.0
temp,1,19,0.0
waste_type,1,19,0.0
water_access:*,1,19,0.0
biodiesel,1,19,0.0
pastor,1,19,0.0
des,1,19,0.0
IDTUP,1,18,0.0
reg_ref,1,18,0.0
utahagrc:*,1,18,0.0
inscription_date,1,18,0.0
border_control,1,18,0.0
collection_time,1,18,0.0
shelter:*,9,18,0.0
alt:*,9,18,0.0
neon_light,1,18,0.0
average_fee:*,1,18,0.0
legs,1,18,0.0
agglomération,1,18,0.0
commons,1,18,0.0
oldhousenumber,1,18,0.0
grab_rail:*,2,18,0.0
religious_rank,1,18,0.0
ref_catastral,1,18,0.0
ANSICODE,1,18,0.0
barber,1,18,0.0
toddler_area,1,18,0.0
apartheid_free_zone,1,18,0.0
import:*,9,18,0.0
blood_donation:*,4,18,0.0
parking_zone,1,18,0.0
compost,1,18,0.0
old_opening_hours,1,18,0.0
airline,1,18,0.0
car_sharing:*,3,18,0.0
ncn,1,18,0.0
utilization,1,18,0.0
live_music_venue,1,18,0.0
capacity_beds,1,18,0.0
departure_per_day,1,18,0.0
Approximately_Farmers_saved,1,18,0.0
bank-type,1,18,0.0
nhs,1,18,0.0
food_court,1,18,0.0
priority,1,18,0.0
grit_bin,1,18,0.0
verify,1,18,0.0
image7,1,18,0.0
paper_supplied,1,18,0.0
url_1,1,18,0.0
date_start,1,18,0.0
shoe_repair,1,18,0.0
rollerboard,1,18,0.0
authenticity,1,18,0.0
water_tap:*,3,18,0.0
disabled:*,6,18,0.0
shrine:*,3,18,0.0
fixed,1,18,0.0
watch:*,1,18,0.0
cellular_signal,1,18,0.0
approvissionnement,1,18,0.0
trash_accepted:*,1,17,0.0
cafe_type,1,17,0.0
gps:*,2,17,0.0
group,1,17,0.0
tyres_repair,1,17,0.0
date_on,1,17,0.0
scout:*,1,17,0.0
TerrainID,1,17,0.0
roadside,1,17,0.0
wildlife_hide,1,17,0.0
sensory,1,17,0.0
florist,1,17,0.0
expected_rwn_route_relations,1,17,0.0
order,1,17,0.0
bases,1,17,0.0
tripadvisor,1,17,0.0
designated,1,17,0.0
Mark_CAT,1,17,0.0
gazebo,1,17,0.0
production_input:*,13,17,0.0
electric_vehicle,1,17,0.0
addr.source:*,1,17,0.0
patron_saint,1,17,0.0
mfo,1,17,0.0
trail_riding_station,1,17,0.0
anglican,1,17,0.0
creation_date,1,17,0.0
charging_type,1,17,0.0
Infomation,1,17,0.0
tree:*,5,17,0.0
initial_fee,1,17,0.0
grill,1,17,0.0
windows,1,17,0.0
portal_type,1,17,0.0
education_program,1,17,0.0
old_name_3,1,17,0.0
second_chance_youth,1,17,0.0
circuit,1,17,0.0
passing_places,1,17,0.0
rooms_type_and_prices,1,17,0.0
take_out,1,17,0.0
social_facility_for,1,17,0.0
elev,1,17,0.0
brothel,1,17,0.0
hazard_prone,1,17,0.0
hfac_current_bed_use,1,17,0.0
guidepost_ref,1,17,0.0
uzh_landmark,1,17,0.0
factory_outlet,1,17,0.0
sausage,1,17,0.0
minigrid_proximity,1,17,0.0
horaires_normal,1,17,0.0
artwork_type_1,1,17,0.0
kick-scooter_parking,1,17,0.0
apartments,1,17,0.0
earthquake:*,1,17,0.0
autor,1,17,0.0
produce water,1,17,0.0
solar_photovoltaic_panel:*,1,17,0.0
gate,1,17,0.0
cec:*,1,17,0.0
school_bus,1,17,0.0
tesla:*,1,17,0.0
sa_territorio,1,17,0.0
operation:*,1,17,0.0
shop2,1,17,0.0
aircraft_spotting,1,17,0.0
waymark,1,17,0.0
latrine_medium,1,17,0.0
old_collection_plate:*,1,16,0.0
small_electronics_device:*,1,16,0.0
healthcare_1,1,16,0.0
practitioner,1,16,0.0
schedule,1,16,0.0
education_structure_type,1,16,0.0
Nome,1,16,0.0
maid,1,16,0.0
distretto_scolastico,1,16,0.0
old_collection_plate,1,16,0.0
orac-number,1,16,0.0
enclosure,1,16,0.0
microwave_oven,1,16,0.0
stroller:*,3,16,0.0
station_type,1,16,0.0
interval,1,16,0.0
capacity_water_storage_g,1,16,0.0
audio,1,16,0.0
carriage,1,16,0.0
rescue_service,1,16,0.0
date_crash,1,16,0.0
entertainment,1,16,0.0
pay_tv:*,1,16,0.0
TODO,1,16,0.0
shop_4,1,16,0.0
artisan,1,16,0.0
sightseeingtour:*,1,16,0.0
removed,1,16,0.0
company_name,1,16,0.0
scraper_microdata:*,1,16,0.0
snowmobile:*,4,16,0.0
cater,1,16,0.0
horaires_vacances_ete,1,16,0.0
mascot:*,2,16,0.0
barbecue,1,16,0.0
park,1,16,0.0
boundary_type:*,2,16,0.0
seveso,1,16,0.0
solarium,1,16,0.0
sa_cuerpo,1,16,0.0
destination_display,1,16,0.0
service_hours,1,16,0.0
certification:*,2,16,0.0
flow_rate,1,16,0.0
max_transaction,1,16,0.0
景点,1,16,0.0
availability,1,16,0.0
date_of_death,1,16,0.0
_waypoint_,1,16,0.0
parcelle,1,16,0.0
source_type_map,1,16,0.0
manor:*,1,16,0.0
erotic,1,16,0.0
marketplace_type,1,16,0.0
hazard_type,1,16,0.0
comedy,1,16,0.0
dishwasher,1,16,0.0
number zone,1,16,0.0
sat,1,16,0.0
parcel_receiving,1,16,0.0
caltrans:*,4,16,0.0
concentration_camp,1,16,0.0
gun:*,1,16,0.0
highway:*,2,15,0.0
gtfs_location_type,1,15,0.0
brand_1,1,15,0.0
nest_mount,1,15,0.0
hazmat,1,15,0.0
poi,1,15,0.0
email2,1,15,0.0
prepayment,1,15,0.0
sa_division,1,15,0.0
par,1,15,0.0
CajeroAutomatico,1,15,0.0
waypoint,1,15,0.0
sufficient_quantity,1,15,0.0
strobing_light,1,15,0.0
puesto_votacion,1,15,0.0
commercial,1,15,0.0
functioning,1,15,0.0
cb_communication_shop,1,15,0.0
reservoir_type,1,15,0.0
family,1,15,0.0
dry_clean,1,15,0.0
cabin:*,1,15,0.0
platform,1,15,0.0
vegetation,1,15,0.0
coffee_machine:*,1,15,0.0
add,1,15,0.0
smoking_hours,1,15,0.0
historic_status,1,15,0.0
CRNPDC:*,5,15,0.0
Nombre,1,15,0.0
OTI_HRI_COSMHA_project,1,15,0.0
latrine_bad,1,15,0.0
mechanism:*,2,15,0.0
device_charging_station,1,15,0.0
Shape_Leng,1,15,0.0
market,1,15,0.0
picture,1,15,0.0
landuse:*,2,15,0.0
wood,1,15,0.0
seafood:*,2,15,0.0
water_distribution,1,15,0.0
presbyterian,1,15,0.0
Id,1,15,0.0
stonemason,1,15,0.0
bust:*,8,15,0.0
courthouse,1,15,0.0
benches,1,15,0.0
roller_coaster:*,2,15,0.0
mešihat,1,15,0.0
cannabis,1,15,0.0
mapping_practices,1,15,0.0
village:*,1,15,0.0
copyshop,1,15,0.0
latrine_good,1,15,0.0
it,1,15,0.0
shared_taxi,1,15,0.0
email_2,1,15,0.0
succeeding_fee,1,15,0.0
Number zone,1,15,0.0
Shape_Area,1,15,0.0
system,1,15,0.0
purpose,1,15,0.0
medžlis,1,15,0.0
layby,1,15,0.0
bag,1,15,0.0
gdke:*,1,15,0.0
jewelry:*,1,15,0.0
water_heater,1,15,0.0
value,1,15,0.0
pinball,1,15,0.0
radar_key_needed,1,14,0.0
emitting,1,14,0.0
imagery_used,1,14,0.0
real_fire:*,2,14,0.0
capacity_water_storage_cm,1,14,0.0
NOTES,1,14,0.0
working:*,1,14,0.0
deposit_refund,1,14,0.0
fixme2,1,14,0.0
alt_name_3,1,14,0.0
chairs,1,14,0.0
produce_1,1,14,0.0
vat,1,14,0.0
restart_day,1,14,0.0
note_de,1,14,0.0
tj:*,1,14,0.0
transformer,1,14,0.0
area_featu,1,14,0.0
jobs,1,14,0.0
footway,1,14,0.0
beach,1,14,0.0
bathing,1,14,0.0
defensive,1,14,0.0
trough,1,14,0.0
discgolfmetrix:*,1,14,0.0
dispensing_hours,1,14,0.0
cash,1,14,0.0
dinner:*,3,14,0.0
compounding,1,14,0.0
lead_pharmacist,1,14,0.0
shop1,1,14,0.0
aed:*,7,14,0.0
financial,1,14,0.0
Note,1,14,0.0
amenity_3,1,14,0.0
trail_visibility,1,14,0.0
hammock:*,1,14,0.0
deposit_return_scheme,1,14,0.0
action:*,1,14,0.0
attribute_source_date,1,14,0.0
sb_vacuum_cleaners,1,14,0.0
motorcar:*,4,14,0.0
frontcooking,1,14,0.0
couplings:*,2,14,0.0
hammock,1,14,0.0
name_4,1,14,0.0
opening,1,14,0.0
source_ref2,1,14,0.0
subcity,1,14,0.0
fclass,1,14,0.0
provided_by,1,14,0.0
donation,1,14,0.0
alterations,1,14,0.0
persons_second_domicile,1,14,0.0
optician,1,14,0.0
activity:*,6,14,0.0
old_official_name:*,4,14,0.0
e_scooter:*,1,14,0.0
firesideint:*,1,14,0.0
part_of,1,14,0.0
capacity_water_storage_l,1,14,0.0
fetish,1,14,0.0
women_owned,1,14,0.0
distance_marker,1,14,0.0
waste_1,1,14,0.0
free_flying,1,14,0.0
place_number,1,14,0.0
automatic_public_convenience,1,14,0.0
fishing:*,6,14,0.0
food_truck,1,14,0.0
copia:*,2,14,0.0
lit_by_led,1,14,0.0
bus_routes,1,14,0.0
old_contact:*,4,14,0.0
black_owned,1,13,0.0
leatherware:*,1,13,0.0
detention,1,13,0.0
bodywork:*,1,13,0.0
photo_name,1,13,0.0
old_inscription,1,13,0.0
wayside,1,13,0.0
producto,1,13,0.0
housesuffix,1,13,0.0
ID_Ouvr,1,13,0.0
towards,1,13,0.0
geometry_source_name,1,13,0.0
gabbage_management,1,13,0.0
wildlife,1,13,0.0
solar_powered,1,13,0.0
mapillary_2,1,13,0.0
capacity_bed,1,13,0.0
butcher:*,7,13,0.0
note_3,1,13,0.0
steam_cleaner,1,13,0.0
importance:*,1,13,0.0
icao,1,13,0.0
source_ref1,1,13,0.0
toy,1,13,0.0
frozen_yogurt,1,13,0.0
pilgrimage:*,2,13,0.0
chamber,1,13,0.0
types,1,13,0.0
lamp_model:*,1,13,0.0
confession,1,13,0.0
taxi_type,1,13,0.0
electric_bicycle:*,4,13,0.0
Tipo,1,13,0.0
stadtteil,1,13,0.0
osmbasecamp,1,13,0.0
Profundidade,1,13,0.0
window:*,4,13,0.0
security_check,1,13,0.0
chip_scanner,1,13,0.0
flag,1,13,0.0
headlight,1,13,0.0
block,1,13,0.0
sink,1,13,0.0
hairdresser:*,4,13,0.0
dumping_site,1,13,0.0
toll_collect,1,13,0.0
SocEntMap,1,13,0.0
landform,1,13,0.0
plane,1,13,0.0
gtfs_stop_desc,1,13,0.0
fixme1,1,13,0.0
payment_terminal,1,13,0.0
kodinspire,1,13,0.0
eat_in,1,13,0.0
pentecostal,1,13,0.0
trees,1,13,0.0
playground_1,1,13,0.0
health_speciality,1,13,0.0
sitting_disability,1,13,0.0
subitem,1,13,0.0
lot,1,13,0.0
repair:*,5,13,0.0
table_service,1,13,0.0
separated,1,13,0.0
via_ferrata,1,13,0.0
Dimensões,1,13,0.0
re,1,13,0.0
Categoria,1,13,0.0
bda:*,2,13,0.0
light,1,13,0.0
bus:*,6,13,0.0
subdivision,1,13,0.0
lamp_ref,1,13,0.0
piste,1,13,0.0
projet,1,13,0.0
agroecology,1,13,0.0
sailboard:*,5,13,0.0
war_grave:*,1,13,0.0
user_defined,1,13,0.0
terminal,1,13,0.0
serving_system:*,4,13,0.0
recording,1,13,0.0
cigarettes,1,12,0.0
boundary_stone,1,12,0.0
western_union,1,12,0.0
fabric,1,12,0.0
electronics_repair:*,7,12,0.0
propietario,1,12,0.0
Social_Enterprise_Category,1,12,0.0
establish,1,12,0.0
european_cultural_path,1,12,0.0
biblioteca:*,2,12,0.0
kayak:*,1,12,0.0
bench_count,1,12,0.0
Site:*,2,12,0.0
rotatable,1,12,0.0
parking_info,1,12,0.0
swing_gate:*,1,12,0.0
clave_cata,1,12,0.0
historic_name,1,12,0.0
governance,1,12,0.0
mechanical_coupling,1,12,0.0
financial_advice:*,4,12,0.0
war_grave,1,12,0.0
aquarium,1,12,0.0
naturism,1,12,0.0
employment,1,12,0.0
cycleway,1,12,0.0
channel,1,12,0.0
artifact,1,12,0.0
gauge:*,8,12,0.0
old_description,1,12,0.0
munro,1,12,0.0
faa,1,12,0.0
indoor_squat,1,12,0.0
artillery,1,12,0.0
notary,1,12,0.0
hcare_ctc,1,12,0.0
open_fire,1,12,0.0
blacksmith,1,12,0.0
skateboard,1,12,0.0
animals,1,12,0.0
manga,1,12,0.0
instrument,1,12,0.0
hinge,1,12,0.0
branch_code,1,12,0.0
registration_date,1,12,0.0
kons:*,2,12,0.0
carryout,1,12,0.0
peak,1,12,0.0
RATP:*,3,12,0.0
cruising,1,12,0.0
linetype,1,12,0.0
review_requested,1,12,0.0
hand_disinfection,1,12,0.0
sigle,1,12,0.0
watermill,1,12,0.0
inscription_4,1,12,0.0
kf:*,3,12,0.0
Floor,1,12,0.0
washing_machine:*,9,12,0.0
num_local,1,12,0.0
IOM_project_DRR:*,1,12,0.0
golf_cart,1,12,0.0
Creator,1,12,0.0
phone_alt,1,12,0.0
was,1,12,0.0
Prefecture,1,12,0.0
water_source:*,2,12,0.0
ale,1,12,0.0
maxaxleload,1,12,0.0
food_bank,1,12,0.0
markings:*,1,12,0.0
epis,1,12,0.0
tank_cleaning_truck,1,12,0.0
skiing,1,12,0.0
paloalto_ca:*,1,12,0.0
pay_at_pump,1,12,0.0
vision,1,12,0.0
spring:*,1,12,0.0
relation:*,1,12,0.0
online_shopping,1,12,0.0
centro_ref,1,12,0.0
dispenser,1,12,0.0
max_age:*,4,12,0.0
STIF:*,1,12,0.0
garden_centre,1,12,0.0
NHS,1,12,0.0
chat_bench,1,12,0.0
organisationsnummer,1,12,0.0
numbers,1,12,0.0
purpose_of_equipment,1,11,0.0
aerodrome:*,1,11,0.0
fax:*,10,11,0.0
CovidVaccineCenterId,1,11,0.0
classe,1,11,0.0
broken:*,2,11,0.0
source_rcn,1,11,0.0
charity:*,3,11,0.0
reflective,1,11,0.0
valet,1,11,0.0
rent,1,11,0.0
business_type,1,11,0.0
fix,1,11,0.0
tactile,1,11,0.0
revenue,1,11,0.0
installation,1,11,0.0
public_service,1,11,0.0
bus_stop:*,2,11,0.0
provided_for,1,11,0.0
operator_2,1,11,0.0
enshrine,1,11,0.0
typ,1,11,0.0
archive,1,11,0.0
turning_circle,1,11,0.0
wake_up,1,11,0.0
name2,1,11,0.0
clothing,1,11,0.0
road_marking:*,1,11,0.0
detail,1,11,0.0
tablet:*,1,11,0.0
bank:*,5,11,0.0
scuba_diving,1,11,0.0
secure,1,11,0.0
seaway,1,11,0.0
arcade_game,1,11,0.0
digital_access,1,11,0.0
binoculars:*,3,11,0.0
order:*,6,11,0.0
lounge,1,11,0.0
cave,1,11,0.0
sewing,1,11,0.0
municipal,1,11,0.0
plug:*,3,11,0.0
plant:*,3,11,0.0
veikkaus,1,11,0.0
boundary_stone_date,1,11,0.0
ncn_ref,1,11,0.0
wikiversity,1,11,0.0
club:*,7,11,0.0
Rate,1,11,0.0
a,1,11,0.0
cross_type,1,11,0.0
OTI_HRI_COSMHA_project:*,1,11,0.0
Neighbourhood,1,11,0.0
activity,1,11,0.0
display_resolution,1,11,0.0
rail:*,1,11,0.0
mdm-id,1,11,0.0
pier:*,1,11,0.0
branch_ref,1,11,0.0
trolley_bay,1,11,0.0
birthday_party,1,11,0.0
moved_to:*,1,11,0.0
new,1,11,0.0
main,1,11,0.0
closest_town,1,11,0.0
bus_stop,1,11,0.0
about,1,11,0.0
raft_rental,1,11,0.0
horse_parking,1,11,0.0
representative_figure,1,11,0.0
diaper,1,11,0.0
cabin,1,11,0.0
tank_outlet_present,1,11,0.0
multiple,1,11,0.0
Quarter,1,11,0.0
OBJECTID,1,11,0.0
bearproof_storage,1,11,0.0
finished_laundry,1,11,0.0
disaster:*,2,11,0.0
niche,1,11,0.0
flood_depth,1,11,0.0
fuel_service,1,11,0.0
graham,1,11,0.0
FONCTION,1,11,0.0
sign:*,5,11,0.0
complementary_currency,1,11,0.0
alcohol:*,3,11,0.0
military:*,2,11,0.0
postal_addr:*,7,11,0.0
orienteering:*,1,11,0.0
booking:*,5,11,0.0
metal:*,3,11,0.0
skitour,1,11,0.0
nationality,1,11,0.0
nspn,1,11,0.0
lock_name,1,11,0.0
underwear,1,11,0.0
sites,1,11,0.0
number_of_chalets,1,11,0.0
love_locks,1,11,0.0
Regiogeld,1,11,0.0
alt_name_1:*,3,11,0.0
dontimport:*,5,11,0.0
waste_container,1,11,0.0
stage:*,4,11,0.0
signed,1,10,0.0
hot_tub,1,10,0.0
fence:*,4,10,0.0
tap_ref,1,10,0.0
agency_name,1,10,0.0
maaamet:*,2,10,0.0
health_service,1,10,0.0
basket_colour,1,10,0.0
checkfirst:*,1,10,0.0
picnic_site:*,1,10,0.0
cargobike,1,10,0.0
sidewalk,1,10,0.0
doctors:*,5,10,0.0
exit_only,1,10,0.0
bdouble,1,10,0.0
objectid,1,10,0.0
horario,1,10,0.0
fruit,1,10,0.0
blue_plaque:*,6,10,0.0
bus_bay,1,10,0.0
hcare_ors,1,10,0.0
rack,1,10,0.0
organ,1,10,0.0
waystone,1,10,0.0
door_in_door,1,10,0.0
martial_art,1,10,0.0
fire_truck:*,6,10,0.0
damage_per,1,10,0.0
MGRS,1,10,0.0
3d_printing,1,10,0.0
artwork_atelier,1,10,0.0
show,1,10,0.0
tools:*,4,10,0.0
roof_status,1,10,0.0
gpsfietsroute_nl_ref,1,10,0.0
qr_code:*,1,10,0.0
shooting_range,1,10,0.0
first_year_use,1,10,0.0
vending_2,1,10,0.0
plants,1,10,0.0
NFZ,1,10,0.0
general,1,10,0.0
placenta_pit,1,10,0.0
date:*,6,10,0.0
postmile,1,10,0.0
parcel_sending,1,10,0.0
nintendo,1,10,0.0
gis_pin,1,10,0.0
trade:*,3,10,0.0
CertStat,1,10,0.0
missile:*,2,10,0.0
sightseeing,1,10,0.0
ash_pit,1,10,0.0
electrical,1,10,0.0
boundary_marker,1,10,0.0
karst,1,10,0.0
educational,1,10,0.0
parking_tickets,1,10,0.0
cases:*,2,10,0.0
image8,1,10,0.0
damage_Per,1,10,0.0
building_entrance:*,7,10,0.0
illuminated,1,10,0.0
CertID,1,10,0.0
reg,1,10,0.0
jogging,1,10,0.0
aparat,1,10,0.0
cult,1,10,0.0
paragliding:*,7,10,0.0
households,1,10,0.0
campus,1,10,0.0
request_stop:*,1,10,0.0
flowers,1,10,0.0
short_name_1,1,10,0.0
mdb_id,1,10,0.0
tv:*,1,10,0.0
bank_statement_printer,1,10,0.0
lavoir,1,10,0.0
sparkling_water,1,10,0.0
baseball:*,3,10,0.0
holes,1,10,0.0
parking_tickets:*,2,10,0.0
baking_oven,1,10,0.0
mrv:*,2,10,0.0
portal:*,3,10,0.0
audible,1,10,0.0
kick_scooter_parking,1,10,0.0
ice_cream_counter,1,10,0.0
swinging,1,10,0.0
civilization,1,10,0.0
home_delivery,1,10,0.0
consignment,1,10,0.0
old_network,1,10,0.0
Support_service,1,10,0.0
dhm_id,1,10,0.0
adresse,1,10,0.0
voltage:*,2,10,0.0
rpo_center,1,10,0.0
coworking,1,10,0.0
picnic_site,1,10,0.0
inscription3,1,10,0.0
kinky,1,10,0.0
AWaP:*,5,10,0.0
fotodato,1,10,0.0
fire_station,1,10,0.0
weapons,1,10,0.0
educational_institution,1,10,0.0
MGRS:*,1,10,0.0
type_site,1,10,0.0
int_ref,1,10,0.0
betting,1,10,0.0
mural,1,10,0.0
basket_material,1,10,0.0
INN,1,10,0.0
specialization,1,10,0.0
water_well:*,3,10,0.0
art:*,4,10,0.0
photo:*,1,10,0.0
digital,1,10,0.0
departures,1,10,0.0
cantine,1,10,0.0
admin_type:*,1,10,0.0
garage,1,10,0.0
dormitory,1,10,0.0
maximum_height_requirement,1,10,0.0
landcover,1,10,0.0
wikivoyage:*,1,10,0.0
beauty_2,1,10,0.0
music:*,4,9,0.0
coin_op,1,9,0.0
surveyor_name,1,9,0.0
hearing_impaired:*,1,9,0.0
bathroom:*,3,9,0.0
registration,1,9,0.0
electronic money,1,9,0.0
Padrão de implantação,1,9,0.0
place_county,1,9,0.0
bag:*,4,9,0.0
darkroom,1,9,0.0
num,1,9,0.0
Niveau,1,9,0.0
upcycling,1,9,0.0
gaming,1,9,0.0
protection_object,1,9,0.0
built_date,1,9,0.0
FASTEIGNAH,1,9,0.0
defunct,1,9,0.0
weighbridge:*,2,9,0.0
salon,1,9,0.0
tank_trap,1,9,0.0
relief:*,5,9,0.0
traildock:*,1,9,0.0
other_name,1,9,0.0
ice_water,1,9,0.0
communications_transponder:*,3,9,0.0
electric_mofa,1,9,0.0
sculptor:*,2,9,0.0
sectional,1,9,0.0
entry,1,9,0.0
bicycle_racks,1,9,0.0
pin,1,9,0.0
grupo,1,9,0.0
seeds,1,9,0.0
shortest_name,1,9,0.0
wikivoyage,1,9,0.0
small_dog,1,9,0.0
old_operator:*,9,9,0.0
3dmr,1,9,0.0
delivery_point,1,9,0.0
filled,1,9,0.0
petarakyat,1,9,0.0
overnight,1,9,0.0
est_capacity,1,9,0.0
case:*,5,9,0.0
maptimela:*,1,9,0.0
emergency_control_centre:*,3,9,0.0
service_provided,1,9,0.0
sensory_friendly,1,9,0.0
saint_name,1,9,0.0
material_1,1,9,0.0
TAM:*,1,9,0.0
scolar_zone,1,9,0.0
icn_ref,1,9,0.0
attention,1,9,0.0
moped:*,5,9,0.0
membership:*,5,9,0.0
nest:*,1,9,0.0
taproom,1,9,0.0
DIR,1,9,0.0
wash_lighting,1,9,0.0
aerial,1,9,0.0
showers_durability,1,9,0.0
drinking_fountain,1,9,0.0
disk_repair,1,9,0.0
last_checked:*,3,9,0.0
gfoss_id,1,9,0.0
color,1,9,0.0
conflict,1,9,0.0
Facilities,1,9,0.0
needs_repair,1,9,0.0
building_type,1,9,0.0
watches,1,9,0.0
crash_date,1,9,0.0
happy_hours:*,4,9,0.0
store_number,1,9,0.0
personnel,1,9,0.0
cinemas,1,9,0.0
staffing,1,9,0.0
raf,1,9,0.0
fine:*,5,9,0.0
dumpsite,1,9,0.0
level_of_care,1,9,0.0
accessories,1,9,0.0
waste_bin,1,9,0.0
handrest,1,9,0.0
electricity_available,1,9,0.0
edit_date,1,9,0.0
devotion,1,9,0.0
outpost,1,9,0.0
lightning_lane,1,9,0.0
Editor,1,9,0.0
reef,1,9,0.0
ref_heritage,1,9,0.0
cannon,1,9,0.0
consultation,1,9,0.0
therapy,1,9,0.0
gun_turret,1,9,0.0
ts_calle,1,9,0.0
carpet:*,4,9,0.0
corbett,1,9,0.0
recharge,1,9,0.0
hospital_type,1,9,0.0
user,1,9,0.0
lojic:*,1,9,0.0
incorrect:*,3,9,0.0
rcn:*,1,9,0.0
operator_installation,1,9,0.0
logainm:*,2,9,0.0
affiliation:*,2,9,0.0
verbindung,1,9,0.0
walking_disability,1,9,0.0
safe_loops,1,9,0.0
commissioned_by,1,9,0.0
alt_name_4,1,9,0.0
font:*,1,9,0.0
barbeque,1,9,0.0
relief,1,9,0.0
berries,1,9,0.0
medžlis:*,1,9,0.0
siruta:*,7,9,0.0
public_figure,1,9,0.0
campwild,1,9,0.0
sled:*,1,8,0.0
currency,1,8,0.0
war,1,8,0.0
love_hotel,1,8,0.0
branch_code:*,1,8,0.0
wellness,1,8,0.0
fashion,1,8,0.0
STATUT,1,8,0.0
leisure_2,1,8,0.0
date_off,1,8,0.0
dirección,1,8,0.0
name_official,1,8,0.0
kick_scooter:*,2,8,0.0
mineral_water,1,8,0.0
relation,1,8,0.0
unused:*,3,8,0.0
nordic,1,8,0.0
table:*,3,8,0.0
visible,1,8,0.0
lanes:*,2,8,0.0
Horário de funcionamento,1,8,0.0
persons_third_domicile,1,8,0.0
pedestal,1,8,0.0
disaster_help_point:*,2,8,0.0
energy_saving_stove,1,8,0.0
ts_hacia,1,8,0.0
rapids,1,8,0.0
parasol,1,8,0.0
pottery,1,8,0.0
goals,1,8,0.0
visa:*,1,8,0.0
admin_ref,1,8,0.0
coloured,1,8,0.0
industry:*,1,8,0.0
wheel_repair,1,8,0.0
agent,1,8,0.0
prosecutor,1,8,0.0
hot_spring,1,8,0.0
ntd_id,1,8,0.0
baby_area,1,8,0.0
other,1,8,0.0
image9,1,8,0.0
ground_floor:*,1,8,0.0
depot,1,8,0.0
large,1,8,0.0
ultrasound,1,8,0.0
aircraft_type,1,8,0.0
classroom_number,1,8,0.0
evangelical,1,8,0.0
diving:*,5,8,0.0
cooled,1,8,0.0
current,1,8,0.0
pet:*,5,8,0.0
shower_access,1,8,0.0
fruits,1,8,0.0
watsan_handwashing:*,3,8,0.0
visit,1,8,0.0
graffiti,1,8,0.0
denotation:*,5,8,0.0
bar_billiards,1,8,0.0
ts_desde,1,8,0.0
meeting_room,1,8,0.0
security_desk,1,8,0.0
ESTD,1,8,0.0
bookmaker,1,8,0.0
tc:*,1,8,0.0
ship_transport,1,8,0.0
designer,1,8,0.0
byob,1,8,0.0
occupant,1,8,0.0
geology,1,8,0.0
gezinsbond,1,8,0.0
shelter_shape,1,8,0.0
schnapsbrunnen,1,8,0.0
arrival_times,1,8,0.0
tyre_repair,1,8,0.0
Uso atual da área,1,8,0.0
range,1,8,0.0
saint:*,2,8,0.0
rooftop,1,8,0.0
double_site,1,8,0.0
wlan:*,2,8,0.0
windsurfing:*,2,8,0.0
practitioners,1,8,0.0
opening_time,1,8,0.0
Nom,1,8,0.0
centrelink:*,4,8,0.0
cross,1,8,0.0
b2b,1,8,0.0
open_date,1,8,0.0
donated_by,1,8,0.0
piano:*,2,8,0.0
class:*,4,8,0.0
ESCUELA,1,8,0.0
certified_email,1,8,0.0
exit_to,1,8,0.0
Projet,1,8,0.0
CAB:*,1,8,0.0
frequency:*,8,8,0.0
moved:*,6,8,0.0
reuse,1,8,0.0
underground_container,1,8,0.0
OBSERVACIONES,1,8,0.0
godawari municipality,1,8,0.0
international_phone,1,8,0.0
luggage_storage:*,6,8,0.0
washers,1,8,0.0
bicycle_repair_station:*,1,8,0.0
slot_machines,1,8,0.0
Municipality,1,8,0.0
maxweightrating:*,3,8,0.0
lamp_ref_swd,1,8,0.0
broken,1,8,0.0
ministry,1,8,0.0
CASUD:*,2,8,0.0
waste_disposal_medical,1,8,0.0
bags,1,8,0.0
book,1,8,0.0
refurbished,1,8,0.0
tax_id,1,8,0.0
vatin,1,8,0.0
iid,1,8,0.0
memorial_1,1,8,0.0
damaged:*,8,8,0.0
